image,dataset_name,question_type,method,image_width,image_height,num_craft_boxes,num_boundary_patches,intersection_pixels,union_pixels,boundary_pixels,text_pixels,iou,text_coverage
93,rico,APP agent en,Fixed,336,336,16,144,2348.0,34481.0,28224,8605,0.06809547286911632,0.2728646135967461
94,rico,APP agent en,DRIP,336,336,37,145,9901.0,50735.0,28420,32216,0.19515127623928255,0.30733176061584305
94,rico,APP agent en,Fixed,336,336,37,144,7741.0,52699.0,28224,32216,0.14689083284312796,0.2402843307673206
95,rico,APP agent en,DRIP,336,336,23,145,3490.0,38369.0,28420,13439,0.09095884698584795,0.2596919413646849
95,rico,APP agent en,Fixed,336,336,23,144,3570.0,38093.0,28224,13439,0.09371800593284856,0.2656447652355086
96,rico,APP agent en,DRIP,336,336,0,144,,,28224,0,,
96,rico,APP agent en,Fixed,336,336,0,144,,,28224,0,,
97,rico,APP agent en,DRIP,336,336,25,144,10545.0,36647.0,28224,18968,0.28774524517695854,0.5559363137916491
97,rico,APP agent en,Fixed,336,336,25,144,4707.0,42485.0,28224,18968,0.11079204425091209,0.24815478700970056
98,rico,APP agent en,DRIP,336,336,17,144,8319.0,34669.0,28224,14764,0.2399550030286423,0.5634651855865619
98,rico,APP agent en,Fixed,336,336,17,144,3929.0,39059.0,28224,14764,0.10059141299060397,0.26612029260363046
99,rico,APP agent en,DRIP,336,336,21,144,3695.0,35797.0,28224,11268,0.10322094030225996,0.3279197728079517
99,rico,APP agent en,Fixed,336,336,21,144,3159.0,36333.0,28224,11268,0.08694575179588804,0.2803514376996805
100,rico,APP agent en,DRIP,336,336,8,144,4755.0,33680.0,28224,10211,0.14118171021377673,0.46567427284301244
100,rico,APP agent en,Fixed,336,336,8,144,3049.0,35386.0,28224,10211,0.08616401966879557,0.2985995495054353
101,rico,APP agent en,DRIP,336,336,131,145,20703.0,86147.0,28420,78430,0.2403217755696658,0.26396786943771516
101,rico,APP agent en,Fixed,336,336,131,144,19830.0,86824.0,28224,78430,0.22839307104026538,0.2528369246461813
102,rico,APP agent en,DRIP,336,336,36,145,9692.0,43745.0,28420,25017,0.22155674934278202,0.38741655674141584
102,rico,APP agent en,Fixed,336,336,36,144,5834.0,47407.0,28224,25017,0.12306199506402009,0.233201423032338
103,rico,APP agent en,DRIP,336,336,20,144,5746.0,41397.0,28224,18919,0.13880232867115974,0.30371584121782336
103,rico,APP agent en,Fixed,336,336,20,144,4731.0,42412.0,28224,18919,0.11154861831557107,0.25006607114540935
104,rico,APP agent en,DRIP,336,336,66,144,9135.0,48737.0,28224,29648,0.18743459794406714,0.30811521856449003
104,rico,APP agent en,Fixed,336,336,66,144,7094.0,50778.0,28224,29648,0.1397061719642365,0.23927415002698327
105,rico,APP agent en,DRIP,336,336,8,144,6563.0,36844.0,28224,15183,0.17812941048746064,0.4322597642099717
105,rico,APP agent en,Fixed,336,336,8,144,3791.0,39616.0,28224,15183,0.0956936591276252,0.24968715010208786
106,rico,APP agent en,DRIP,336,336,16,144,3701.0,36878.0,28224,12355,0.10035793698139812,0.29955483609874545
106,rico,APP agent en,Fixed,336,336,16,144,3463.0,37116.0,28224,12355,0.09330207996551353,0.2802913800080939
107,rico,APP agent en,DRIP,336,336,12,144,5354.0,36037.0,28224,13167,0.14856952576518578,0.40662261714893294
107,rico,APP agent en,Fixed,336,336,12,144,3719.0,37672.0,28224,13167,0.09872053514546612,0.28244854560644034
108,rico,APP agent en,DRIP,336,336,34,144,8933.0,41154.0,28224,21863,0.21706273995237402,0.40858985500617484
108,rico,APP agent en,Fixed,336,336,34,144,5682.0,44405.0,28224,21863,0.12795856322486207,0.25989114028266935
109,rico,APP agent en,DRIP,336,336,39,145,13186.0,46295.0,28420,31061,0.28482557511610324,0.42451949389910176
109,rico,APP agent en,Fixed,336,336,39,144,7765.0,51520.0,28224,31061,0.15071816770186336,0.249991951321593
110,rico,APP agent en,DRIP,336,336,13,144,2102.0,39796.0,28224,13674,0.05281937883204342,0.15372239286236652
110,rico,APP agent en,Fixed,336,336,13,144,3866.0,38032.0,28224,13674,0.10165124106015987,0.2827263419628492
111,rico,APP agent en,DRIP,336,336,100,144,15335.0,80118.0,28224,67229,0.191405177363389,0.22810096833211857
111,rico,APP agent en,Fixed,336,336,100,144,16949.0,78504.0,28224,67229,0.21589982676041986,0.2521084650969076
112,rico,APP agent en,DRIP,336,336,16,144,12067.0,42098.0,28224,25941,0.2866406955199772,0.4651709648818473
112,rico,APP agent en,Fixed,336,336,16,144,6296.0,47869.0,28224,25941,0.13152562201006915,0.24270459889749818
113,rico,APP agent en,DRIP,336,336,0,144,,,28224,0,,
113,rico,APP agent en,Fixed,336,336,0,144,,,28224,0,,
114,rico,APP agent en,DRIP,336,336,14,144,6300.0,31009.0,28224,9085,0.20316682253539295,0.693450742982939
114,rico,APP agent en,Fixed,336,336,14,144,2159.0,35150.0,28224,9085,0.06142247510668563,0.2376444689047881
115,rico,APP agent en,DRIP,336,336,83,144,15292.0,69391.0,28224,56459,0.22037440013834647,0.27085141430064297
115,rico,APP agent en,Fixed,336,336,83,144,14442.0,70241.0,28224,56459,0.20560641220939338,0.2557962415203953
116,rico,APP agent en,DRIP,336,336,10,145,1125.0,32140.0,28420,4845,0.035003111387678906,0.23219814241486067
116,rico,APP agent en,Fixed,336,336,10,144,1364.0,31705.0,28224,4845,0.04302160542501183,0.28152734778121774
117,rico,APP agent en,DRIP,336,336,28,145,6425.0,42756.0,28420,20761,0.1502713069510712,0.30947449544819616
117,rico,APP agent en,Fixed,336,336,28,144,4858.0,44127.0,28224,20761,0.11009132730527794,0.2339964356244882
118,rico,APP agent en,DRIP,336,336,48,144,10711.0,46839.0,28224,29326,0.22867695723649095,0.3652390370319853
